,GENE ID,LOCUS TAG,PRODUCT NAME,SCAFFOLD ID,GENE SEQ LENGTH,READS COUNT,COVERAGE, MEDIAN,READS COUNT ANTISENSE,COVERAGE ANTISENSE,MEDIAN ANTISENSE
211009,3300048830 assembled Ga0498909_008328_67_1023,,nitrous-oxide reductase,Ga0498909_008328,957,62,3.2324221652958303e-09,10.0,0,0.0,0.0
212223,3300048830 assembled Ga0498909_111364_6_356,,nitrous-oxide reductase,Ga0498909_111364,351,14,1.99007408191497e-09,6.0,0,0.0,0.0
213247,3300048830 assembled Ga0498909_059573_1_462,,nitrous-oxide reductase,Ga0498909_059573,462,168,1.81432727987572e-08,55.0,2,2.15991342842348e-10,0.0
213670,3300048830 assembled Ga0498909_059327_3_461,,nitrous-oxide reductase,Ga0498909_059327,459,22,2.3914335606205104e-09,8.0,0,0.0,0.0
214000,3300048830 assembled Ga0498909_014963_1_807,,nitrous-oxide reductase,Ga0498909_014963,807,82,5.06977449333303e-09,14.0,0,0.0,0.0
214753,3300048830 assembled Ga0498909_058075_1_438,,nitrous-oxide reductase,Ga0498909_058075,438,30,3.4173972737385204e-09,7.0,0,0.0,0.0
216696,3300048830 assembled Ga0498909_007354_2_1075,,nitrous-oxide reductase,Ga0498909_007354,1074,251,1.16605158746203e-08,27.0,0,0.0,0.0
217122,3300048830 assembled Ga0498909_058893_1_462,,nitrous-oxide reductase,Ga0498909_058893,462,6,6.47974028527044e-10,2.0,0,0.0,0.0
217614,3300048830 assembled Ga0498909_138660_2_325,,nitrous-oxide reductase,Ga0498909_138660,324,9,1.3859444499050701e-09,4.0,0,0.0,0.0
218198,3300048830 assembled Ga0498909_102588_23_370,,nitrous-oxide reductase,Ga0498909_102588,348,27,3.87108622214863e-09,12.0,0,0.0,0.0
219339,3300048830 assembled Ga0498909_146691_1_318,,nitrous-oxide reductase,Ga0498909_146691,318,6,9.41396230124195e-10,3.0,0,0.0,0.0
221264,3300048830 assembled Ga0498909_129434_2_334,,nitrous-oxide reductase,Ga0498909_129434,333,23,3.4461321457098904e-09,9.0,1,1.49831832422169e-10,0.0
221285,3300048830 assembled Ga0498909_018327_2_745,,nitrous-oxide reductase,Ga0498909_018327,744,53,3.5542768957242804e-09,10.0,0,0.0,0.0
222239,3300048830 assembled Ga0498909_019249_3_722,,nitrous-oxide reductase,Ga0498909_019249,720,65,4.5043194621914604e-09,7.0,0,0.0,0.0
222325,3300048830 assembled Ga0498909_147817_82_315,,nitrous-oxide reductase,Ga0498909_147817,234,11,2.3454444536855e-09,6.0,0,0.0,0.0
222394,3300048830 assembled Ga0498909_050625_3_482,,nitrous-oxide reductase,Ga0498909_050625,480,26,2.7025916773148802e-09,6.0,0,0.0,0.0
222537,3300048830 assembled Ga0498909_019103_53_733,,nitrous-oxide reductase,Ga0498909_019103,681,72,5.2751365846606905e-09,15.0,0,0.0,0.0
224261,3300048830 assembled Ga0498909_033246_1_585,,nitrous-oxide reductase,Ga0498909_033246,585,76,6.481955581094461e-09,20.0,0,0.0,0.0
225686,3300048830 assembled Ga0498909_031953_2_595,,nitrous-oxide reductase,Ga0498909_031953,594,132,1.10875555992405e-08,28.5,0,0.0,0.0
227852,3300048830 assembled Ga0498909_150590_1_315,,nitrous-oxide reductase,Ga0498909_150590,315,5,7.91968257088609e-10,2.0,0,0.0,0.0
228778,3300048830 assembled Ga0498909_084408_2_400,,nitrous-oxide reductase,Ga0498909_084408,399,8,1.00038095632245e-09,2.0,0,0.0,0.0
229263,3300048830 assembled Ga0498909_042693_1_528,,nitrous-oxide reductase,Ga0498909_042693,528,49,4.63031441218283e-09,11.0,0,0.0,0.0
229914,3300048830 assembled Ga0498909_063123_1_450,,nitrous-oxide reductase,Ga0498909_063123,450,24,2.66101334381773e-09,8.0,0,0.0,0.0
231402,3300048830 assembled Ga0498909_080998_1_405,,nitrous-oxide reductase,Ga0498909_080998,405,114,1.40442370923713e-08,31.0,0,0.0,0.0
232248,3300048830 assembled Ga0498909_159163_3_305,,nitrous-oxide reductase,Ga0498909_159163,303,10,1.6466666731545301e-09,5.0,0,0.0,0.0
232515,3300048830 assembled Ga0498909_011900_1_459,,nitrous-oxide reductase,Ga0498909_011900,459,60,6.52209152896502e-09,16.0,0,0.0,0.0
232966,3300048830 assembled Ga0498909_086008_3_395,,nitrous-oxide reductase,Ga0498909_086008,393,8,1.0156539480220301e-09,3.0,0,0.0,0.0
233567,3300048830 assembled Ga0498909_054553_3_461,,nitrous-oxide reductase,Ga0498909_054553,459,23,2.5001350861032603e-09,8.0,0,0.0,0.0
234027,3300048830 assembled Ga0498909_041508_1_534,,nitrous-oxide reductase,Ga0498909_041508,534,149,1.39217341372486e-08,28.0,0,0.0,0.0
234771,3300048830 assembled Ga0498909_113686_3_353,,nitrous-oxide reductase,Ga0498909_113686,351,6,8.52888892249271e-10,2.0,0,0.0,0.0
236444,3300048830 assembled Ga0498909_023526_3_254,,nitrous-oxide reductase,Ga0498909_023526,252,8,1.58393651417722e-09,4.0,0,0.0,0.0
236682,3300048830 assembled Ga0498909_014531_20_817,,nitrous-oxide reductase,Ga0498909_014531,798,84,5.2520000206928805e-09,11.0,0,0.0,0.0
237249,3300048830 assembled Ga0498909_126475_1_339,,nitrous-oxide reductase,Ga0498909_126475,339,38,5.592837780147881e-09,15.0,0,0.0,0.0
237912,3300048830 assembled Ga0498909_054356_3_479,,nitrous-oxide reductase,Ga0498909_054356,477,70,7.32197067874374e-09,17.0,0,0.0,0.0
240314,3300048830 assembled Ga0498909_112689_12_356,,nitrous-oxide reductase,Ga0498909_112689,345,14,2.0246840659482702e-09,5.0,0,0.0,0.0
241632,3300048830 assembled Ga0498909_155623_1_309,,nitrous-oxide reductase,Ga0498909_155623,309,18,2.9064466133931503e-09,8.0,0,0.0,0.0
244986,3300048830 assembled Ga0498909_059083_1_462,,nitrous-oxide reductase,Ga0498909_059083,462,19,2.0519177570023e-09,6.0,0,0.0,0.0
245019,3300048830 assembled Ga0498909_163456_2_301,,nitrous-oxide reductase,Ga0498909_163456,300,8,1.3305066719088601e-09,4.0,0,0.0,0.0
245021,3300048830 assembled Ga0498909_031695_3_596,,nitrous-oxide reductase,Ga0498909_031695,594,18,1.5119393998964402e-09,4.0,0,0.0,0.0
245954,3300048830 assembled Ga0498909_067494_12_437,,nitrous-oxide reductase,Ga0498909_067494,426,12,1.4054647942699302e-09,4.0,0,0.0,0.0
246757,3300048830 assembled Ga0498909_017946_49_753,,nitrous-oxide reductase,Ga0498909_017946,705,43,3.0431801538341e-09,8.0,0,0.0,0.0
248073,3300048830 assembled Ga0498909_052665_3_485,,nitrous-oxide reductase,Ga0498909_052665,483,48,4.95840995742433e-09,15.0,0,0.0,0.0
248178,3300048830 assembled Ga0498909_125131_2_340,,nitrous-oxide reductase,Ga0498909_125131,339,6,8.83079649497033e-10,2.0,4,5.88719766331355e-10,2.0
254689,3300048830 assembled Ga0498909_032875_44_586,,nitrous-oxide reductase,Ga0498909_032875,543,349,3.20681511392399e-08,75.0,0,0.0,0.0
256061,3300048830 assembled Ga0498909_076132_2_301,,nitrous-oxide reductase,Ga0498909_076132,300,10,1.66313333988608e-09,4.0,0,0.0,0.0
257246,3300048830 assembled Ga0498909_082901_2_403,,nitrous-oxide reductase,Ga0498909_082901,402,41,5.088691562338e-09,9.0,0,0.0,0.0
257287,3300048830 assembled Ga0498909_114324_1_354,,nitrous-oxide reductase,Ga0498909_114324,354,10,1.4094350338017602e-09,3.0,0,0.0,0.0
258118,3300048830 assembled Ga0498909_009535_1_969,,nitrous-oxide reductase,Ga0498909_009535,969,68,3.5013333471285903e-09,10.0,0,0.0,0.0
258250,3300048830 assembled Ga0498909_019956_2_616,,nitrous-oxide reductase,Ga0498909_019956,615,49,3.97529432460575e-09,10.0,0,0.0,0.0
259637,3300048830 assembled Ga0498909_052730_1_483,,nitrous-oxide reductase,Ga0498909_052730,483,80,8.264016595707221e-09,25.0,0,0.0,0.0
260073,3300048830 assembled Ga0498909_035012_1_573,,nitrous-oxide reductase,Ga0498909_035012,573,43,3.744226890843e-09,9.0,0,0.0,0.0
260600,3300048830 assembled Ga0498909_166817_11_238,,nitrous-oxide reductase,Ga0498909_166817,228,15,3.28250001293305e-09,11.0,0,0.0,0.0
262029,3300048830 assembled Ga0498909_011397_282_890,,nitrous-oxide reductase,Ga0498909_011397,609,67,5.489159299131391e-09,16.0,0,0.0,0.0
263768,3300048830 assembled Ga0498909_027408_2_631,,nitrous-oxide reductase,Ga0498909_027408,630,105,8.315666699430391e-09,23.0,0,0.0,0.0
265396,3300048830 assembled Ga0498909_126306_2_340,,nitrous-oxide reductase,Ga0498909_126306,339,11,1.61897935741123e-09,4.0,0,0.0,0.0
265788,3300048830 assembled Ga0498909_071660_2_181,,nitrous-oxide reductase,Ga0498909_071660,180,20,5.543777799620261e-09,13.0,0,0.0,0.0
266151,3300048830 assembled Ga0498909_059679_2_460,,nitrous-oxide reductase,Ga0498909_059679,459,31,3.3697472899652605e-09,11.0,0,0.0,0.0
267678,3300048830 assembled Ga0498909_077025_3_413,,nitrous-oxide reductase,Ga0498909_077025,411,14,1.69955231813176e-09,4.0,0,0.0,0.0
267985,3300048830 assembled Ga0498909_045604_1_513,,nitrous-oxide reductase,Ga0498909_045604,513,24,2.3342222314190602e-09,7.0,0,0.0,0.0
269254,3300048830 assembled Ga0498909_010896_486_917,,nitrous-oxide reductase,Ga0498909_010896,432,11,1.2704490790796401e-09,3.0,0,0.0,0.0
270489,3300048830 assembled Ga0498909_158792_1_306,,nitrous-oxide reductase,Ga0498909_158792,306,7,1.14136601756888e-09,3.0,0,0.0,0.0
271438,3300048830 assembled Ga0498909_011995_2_883,,nitrous-oxide reductase,Ga0498909_011995,882,330,1.86678232028029e-08,59.0,0,0.0,0.0
272062,3300048830 assembled Ga0498909_014395_2_820,,nitrous-oxide reductase,Ga0498909_014395,819,134,8.163365111528741e-09,22.0,2,1.21841270321324e-10,0.0
274294,3300048830 assembled Ga0498909_116603_1_351,,nitrous-oxide reductase,Ga0498909_116603,351,9,1.2793333383739101e-09,4.0,0,0.0,0.0
274444,3300048830 assembled Ga0498909_001904_452_1777,,nitrous-oxide reductase,Ga0498909_001904,1326,164,6.170901985097671e-09,16.0,0,0.0,0.0
275002,3300048830 assembled Ga0498909_059520_3_461,,nitrous-oxide reductase,Ga0498909_059520,459,18,1.9566274586895e-09,6.0,0,0.0,0.0
276327,3300048830 assembled Ga0498909_096649_1_378,,nitrous-oxide reductase,Ga0498909_096649,378,14,1.8479259332067502e-09,6.0,0,0.0,0.0
277036,3300048830 assembled Ga0498909_135225_20_328,,nitrous-oxide reductase,Ga0498909_135225,309,14,2.2605695881946703e-09,7.0,0,0.0,0.0
277252,3300048830 assembled Ga0498909_057005_2_469,,nitrous-oxide reductase,Ga0498909_057005,468,36,3.83800001512172e-09,7.0,0,0.0,0.0
277814,3300048830 assembled Ga0498909_026786_3_638,,nitrous-oxide reductase,Ga0498909_026786,636,81,6.3544245533383205e-09,18.0,2,1.56899371687366e-10,0.0
279077,3300048830 assembled Ga0498909_066733_50_439,,nitrous-oxide reductase,Ga0498909_066733,390,25,3.1983333459347703e-09,9.0,1,1.27933333837391e-10,0.0
281788,3300048830 assembled Ga0498909_055867_3_473,,nitrous-oxide reductase,Ga0498909_055867,471,102,1.08050701062662e-08,25.0,5,5.29660299326777e-10,1.0
282506,3300048830 assembled Ga0498909_017901_3_722,,nitrous-oxide reductase,Ga0498909_017901,720,95,6.583236137049061e-09,13.0,1,6.92972224952533e-11,0.0
282551,3300048830 assembled Ga0498909_066863_2_439,,nitrous-oxide reductase,Ga0498909_066863,438,14,1.5947853944113101e-09,5.0,0,0.0,0.0
282685,3300048830 assembled Ga0498909_073363_3_290,,nitrous-oxide reductase,Ga0498909_073363,288,14,2.42540278733386e-09,5.0,0,0.0,0.0
285599,3300048830 assembled Ga0498909_107640_3_362,,nitrous-oxide reductase,Ga0498909_107640,360,25,3.4648611247626603e-09,8.0,0,0.0,0.0
286886,3300048830 assembled Ga0498909_024373_3_665,,nitrous-oxide reductase,Ga0498909_024373,663,115,8.65431375958819e-09,29.0,0,0.0,0.0
289035,3300048830 assembled Ga0498909_035810_52_567,,nitrous-oxide reductase,Ga0498909_035810,516,155,1.49875388187408e-08,45.0,0,0.0,0.0
289783,3300048830 assembled Ga0498909_001866_308_1792,,nitrous-oxide reductase,Ga0498909_001866,1485,481,1.61609522522263e-08,43.0,4,1.34394613324128e-10,0.0
289916,3300048830 assembled Ga0498909_095014_3_380,,nitrous-oxide reductase,Ga0498909_095014,378,37,4.8838042520464206e-09,13.0,0,0.0,0.0
294008,3300048830 assembled Ga0498909_011573_2_565,,nitrous-oxide reductase,Ga0498909_011573,564,431,3.81282164622819e-08,121.0,1,8.846453935564249e-11,0.0
295123,3300048830 assembled Ga0498909_065375_325_444,,nitrous-oxide reductase,Ga0498909_065375,120,4,1.66313333988608e-09,1.0,0,0.0,0.0
295409,3300048830 assembled Ga0498909_034096_23_577,,nitrous-oxide reductase,Ga0498909_034096,555,48,4.3151567737584706e-09,9.0,0,0.0,0.0
297933,3300048830 assembled Ga0498909_021542_14_700,,nitrous-oxide reductase,Ga0498909_021542,687,89,6.463705993443711e-09,18.0,0,0.0,0.0
298737,3300048830 assembled Ga0498909_095954_1_378,,nitrous-oxide reductase,Ga0498909_095954,378,15,1.97992064272152e-09,6.0,0,0.0,0.0
300016,3300048830 assembled Ga0498909_118978_2_346,,nitrous-oxide reductase,Ga0498909_118978,345,19,2.74778551807265e-09,9.0,0,0.0,0.0
303721,3300048830 assembled Ga0498909_065026_1_414,,nitrous-oxide reductase,Ga0498909_065026,414,9,1.08465217818657e-09,3.0,0,0.0,0.0
304031,3300048830 assembled Ga0498909_025966_2_646,,nitrous-oxide reductase,Ga0498909_025966,645,109,8.4316992580271e-09,25.0,0,0.0,0.0
306238,3300048830 assembled Ga0498909_043971_13_522,,nitrous-oxide reductase,Ga0498909_043971,510,17,1.66313333988608e-09,5.0,0,0.0,0.0
306494,3300048830 assembled Ga0498909_018280_2_748,,nitrous-oxide reductase,Ga0498909_018280,747,158,1.05532155703615e-08,35.0,0,0.0,0.0
307164,3300048830 assembled Ga0498909_090043_56_388,,nitrous-oxide reductase,Ga0498909_090043,333,40,5.993273296886771e-09,17.0,0,0.0,0.0
309434,3300048830 assembled Ga0498909_158740_3_305,,nitrous-oxide reductase,Ga0498909_158740,303,4,6.58666669261813e-10,2.0,0,0.0,0.0
309581,3300048830 assembled Ga0498909_050832_1_492,,nitrous-oxide reductase,Ga0498909_050832,492,22,2.2310325291154703e-09,6.0,0,0.0,0.0
309831,3300048830 assembled Ga0498909_029238_2_601,,nitrous-oxide reductase,Ga0498909_029238,600,71,5.904123356595581e-09,18.0,0,0.0,0.0
310058,3300048830 assembled Ga0498909_061312_45_455,,nitrous-oxide reductase,Ga0498909_061312,411,35,4.2488807953294e-09,9.0,1,1.21396594152269e-10,0.0
310083,3300048830 assembled Ga0498909_044645_26_517,,nitrous-oxide reductase,Ga0498909_044645,492,40,4.05642278020995e-09,11.0,0,0.0,0.0
310764,3300048830 assembled Ga0498909_084562_16_399,,nitrous-oxide reductase,Ga0498909_084562,384,24,3.1183750122864e-09,7.0,0,0.0,0.0
310890,3300048830 assembled Ga0498909_036409_2_562,,nitrous-oxide reductase,Ga0498909_036409,561,37,3.2906916350687105e-09,9.0,0,0.0,0.0
312142,3300048830 assembled Ga0498909_166573_1_249,,nitrous-oxide reductase,Ga0498909_166573,249,51,1.02192530523121e-08,26.0,0,0.0,0.0
313667,3300048830 assembled Ga0498909_138058_2_325,,nitrous-oxide reductase,Ga0498909_138058,324,12,1.8479259332067502e-09,6.0,0,0.0,0.0
315046,3300048830 assembled Ga0498909_147736_2_316,,nitrous-oxide reductase,Ga0498909_147736,315,3,4.75180954253165e-10,1.0,0,0.0,0.0
315261,3300048830 assembled Ga0498909_020340_1_531,,nitrous-oxide reductase,Ga0498909_020340,531,126,1.18392542839348e-08,29.0,0,0.0,0.0
316044,3300048830 assembled Ga0498909_049589_9_497,,nitrous-oxide reductase,Ga0498909_049589,489,44,4.48943969049003e-09,12.0,0,0.0,0.0
317688,3300048830 assembled Ga0498909_065785_2_442,,nitrous-oxide reductase,Ga0498909_065785,441,21,2.3759047712658303e-09,7.0,0,0.0,0.0
318023,3300048830 assembled Ga0498909_061254_2_454,,nitrous-oxide reductase,Ga0498909_061254,453,35,3.85494482755051e-09,10.0,0,0.0,0.0
319741,3300048830 assembled Ga0498909_059674_1_405,,nitrous-oxide reductase,Ga0498909_059674,405,31,3.81904692862729e-09,11.0,0,0.0,0.0
321154,3300048830 assembled Ga0498909_050090_3_494,,nitrous-oxide reductase,Ga0498909_050090,492,18,1.8253902510944802e-09,6.0,0,0.0,0.0
321710,3300048830 assembled Ga0498909_033648_1_582,,nitrous-oxide reductase,Ga0498909_033648,582,27,2.31467011221258e-09,6.0,0,0.0,0.0
323490,3300048830 assembled Ga0498909_015784_2_793,,nitrous-oxide reductase,Ga0498909_015784,792,44,2.7718888998101303e-09,7.0,0,0.0,0.0
323578,3300048830 assembled Ga0498909_001898_11_1774,,nitrous-oxide reductase,Ga0498909_001898,1764,166,4.695240381311041e-09,11.0,0,0.0,0.0
326094,3300048830 assembled Ga0498909_001155_1_306,,nitrous-oxide reductase,Ga0498909_001155,306,55,8.967875852326891e-09,23.0,0,0.0,0.0
326478,3300048830 assembled Ga0498909_039295_3_521,,nitrous-oxide reductase,Ga0498909_039295,519,35,3.3647206298273302e-09,11.0,0,0.0,0.0
327163,3300048830 assembled Ga0498909_052222_2_484,,nitrous-oxide reductase,Ga0498909_052222,483,37,3.82210767551459e-09,8.0,0,0.0,0.0
329634,3300048830 assembled Ga0498909_074278_1_420,,nitrous-oxide reductase,Ga0498909_074278,420,22,2.6134952483924103e-09,6.0,0,0.0,0.0
330107,3300048830 assembled Ga0498909_070437_2_421,,nitrous-oxide reductase,Ga0498909_070437,420,16,1.90072381701266e-09,4.0,0,0.0,0.0
331696,3300048830 assembled Ga0498909_016926_2_436,,nitrous-oxide reductase,Ga0498909_016926,435,101,1.15845839536892e-08,33.0,0,0.0,0.0
332650,3300048830 assembled Ga0498909_000516_1002_2732,,nitrous-oxide reductase,Ga0498909_000516,1731,499,1.43830768908692e-08,34.0,0,0.0,0.0
334105,3300048830 assembled Ga0498909_071923_1_414,,nitrous-oxide reductase,Ga0498909_071923,414,22,2.6513719911227303e-09,8.0,0,0.0,0.0
335127,3300048830 assembled Ga0498909_102614_1_363,,nitrous-oxide reductase,Ga0498909_102614,363,14,1.9242865089591e-09,5.0,0,0.0,0.0
337608,3300048830 assembled Ga0498909_093938_3_266,,nitrous-oxide reductase,Ga0498909_093938,264,18,3.4018636497669803e-09,9.0,0,0.0,0.0
338043,3300048830 assembled Ga0498909_043328_2_523,,nitrous-oxide reductase,Ga0498909_043328,522,14,1.3381532619773e-09,3.0,0,0.0,0.0
339328,3300048830 assembled Ga0498909_167052_2_217,,nitrous-oxide reductase,Ga0498909_167052,216,14,3.23387038311182e-09,10.0,0,0.0,0.0
339689,3300048830 assembled Ga0498909_102699_1_369,,nitrous-oxide reductase,Ga0498909_102699,369,27,3.65078050218895e-09,9.0,0,0.0,0.0
345233,3300048830 assembled Ga0498909_003883_2_1375,,nitrous-oxide reductase,Ga0498909_003883,1374,459,1.66676463538801e-08,44.0,1,3.6312955019346696e-11,0.0
